text,label
need assistance to check ur available payment options,5
can i open a account type account for my daughter?,10
i need help to swap something of purchase order number,1
could i see the billfrom person name ?,4
closing premium account,11
how to edit order order number,1
"i want to see your money back policy, i need help",6
i want to contact a human agent,9
is there an address to submit an opinion for a service?,22
i want assistance to request my money back,16
question about cancelling purchase order number,0
assistance to update purchase order number,1
how to see what shipping options i have?,12
can you help me see purchase order number current status?,25
i don't know what to do to restore my pin code,20
help me checking ur accepted payment modalities,5
